timestamp,device,dns_target,icmp_target,service_host,dns_ms,error_code,icmp_jitter_ms,icmp_loss_pct,icmp_rtt_ms,probe_success,tcp_connect_ms
2026-07-15T07:02:30Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,69,0,9,0,54,1,67
2026-07-15T07:02:41Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,195,0,4,0,46,1,81
2026-07-15T07:02:52Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,100,0,21,0,68,1,72
2026-07-15T07:03:02Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,94,0,6,0,54,1,84
2026-07-15T07:03:14Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,206,0,8,0,51,1,122
2026-07-15T07:03:25Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,207,0,16,0,52,1,91
2026-07-15T07:03:36Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,88,0,1,0,47,1,120
2026-07-15T07:03:46Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,81,0,13,0,56,1,69
2026-07-15T07:03:57Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,95,0,6,0,58,1,79
2026-07-15T07:04:08Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,75,0,4,0,54,1,68
2026-07-15T07:04:19Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,78,0,12,0,55,1,121
2026-07-15T07:04:30Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,80,0,12,0,57,1,68
2026-07-15T07:04:41Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,93,0,7,0,51,1,124
